4Nr	t23	t12	tGF	tSTR	ModelType	Stat	P2P3_dxy.Outlier.Mean	P2P3_dxy.Outlier.SD	P2P3_dxy.Background.Mean	P2P3_dxy.Background.SD	Outlier.Alternate.PC
0.01	0.8	0.6	NA	1.2	Ancestral structure	fhom	0.0249569	0.0026526	0.0255886	0.002853	81.7
0.01	0.8	0.6	NA	1.2	Ancestral structure	Simulation	0.0257721	0.0027887	0.025498	0.0028443	NA
0.01	0.8	0.6	NA	1.4	Ancestral structure	D	0.0247217	0.0027657	0.0255797	0.00284	81.9
0.01	0.8	0.6	NA	1.4	Ancestral structure	fd	0.0250152	0.0027745	0.0255471	0.002847	92.3
0.01	0.8	0.6	NA	1.4	Ancestral structure	fG	0.0249966	0.0027934	0.0255492	0.0028445	92.5
0.01	0.8	0.6	NA	1.4	Ancestral structure	fhom	0.0250216	0.0027986	0.0255464	0.0028445	93.3
0.01	0.8	0.6	NA	1.4	Ancestral structure	Simulation	0.0254574	0.0028445	0.025498	0.0028443	NA
0.01	0.8	0.6	NA	1.6	Ancestral structure	D	0.024855	0.0027195	0.0255571	0.0028459	89.7
0.01	0.8	0.6	NA	1.6	Ancestral structure	fd	0.0251391	0.0027583	0.0255255	0.0028478	96.8
0.01	0.8	0.6	NA	1.6	Ancestral structure	fG	0.0251101	0.0027791	0.0255287	0.0028451	96.4
0.01	0.8	0.6	NA	1.6	Ancestral structure	fhom	0.0251442	0.0027684	0.0255249	0.0028468	97.1
0.01	0.8	0.6	NA	1.6	Ancestral structure	Simulation	0.0253868	0.0028132	0.025498	0.0028443	NA
0.01	0.8	0.6	NA	1.8	Ancestral structure	D	0.0252454	0.0027329	0.0255313	0.0028409	94
0.01	0.8	0.6	NA	1.8	Ancestral structure	fd	0.0254637	0.0027255	0.025507	0.0028431	98.9
0.01	0.8	0.6	NA	1.8	Ancestral structure	fG	0.0254545	0.0027376	0.0255081	0.0028418	98.8
0.01	0.8	0.6	NA	1.8	Ancestral structure	fhom	0.0254666	0.0027409	0.0255067	0.0028415	99
0.01	0.8	0.6	NA	1.8	Ancestral structure	Simulation	0.0255451	0.0027147	0.025498	0.0028443	NA
0.01	0.8	0.6	NA	2	Ancestral structure	D	0.0250946	0.0027113	0.0255248	0.0028515	96.3
0.01	0.8	0.6	NA	2	Ancestral structure	fd	0.0252898	0.0027857	0.0255031	0.002846	99.6
0.01	0.8	0.6	NA	2	Ancestral structure	fG	0.0252492	0.0027894	0.0255076	0.0028453	99.1
0.01	0.8	0.6	NA	2	Ancestral structure	fhom	0.0252605	0.0028021	0.0255064	0.002844	99.3
0.01	0.8	0.6	NA	2	Ancestral structure	Simulation	0.0253358	0.002805	0.025498	0.0028443	NA
0.01	0.8	0.6	NA	NA	Null model	D	0.0242222	0.0027439	0.0256368	0.002809	NA
0.01	0.8	0.6	NA	NA	Null model	fd	0.0243063	0.002615	0.0256274	0.0028271	NA
0.01	0.8	0.6	NA	NA	Null model	fG	0.0241405	0.0025888	0.0256458	0.0028206	NA
0.01	0.8	0.6	NA	NA	Null model	fhom	0.0241778	0.002616	0.0256417	0.00282	NA
0.01	0.8	0.6	NA	NA	Null model	Simulation	NA	NA	NA	NA	NA
0.01	1	0.2	NA	1.2	Ancestral structure	D	0.0284939	0.0029148	0.0294649	0.0029656	29
0.01	1	0.2	NA	1.2	Ancestral structure	fd	0.0285858	0.0027321	0.0294547	0.002988	68.1
0.01	1	0.2	NA	1.2	Ancestral structure	fG	0.028663	0.0027495	0.0294462	0.0029886	75.5
0.01	1	0.2	NA	1.2	Ancestral structure	fhom	0.0286393	0.0027367	0.0294488	0.0029892	75.5
0.01	1	0.2	NA	1.2	Ancestral structure	Simulation	0.0293975	0.0029673	0.0293645	0.0029757	NA
0.01	1	0.2	NA	1.4	Ancestral structure	D	0.0284484	0.0027992	0.0294681	0.002976	57.7
0.01	1	0.2	NA	1.4	Ancestral structure	fd	0.0289839	0.0028628	0.0294086	0.0029838	91.4
0.01	1	0.2	NA	1.4	Ancestral structure	fG	0.0290483	0.0028654	0.0294015	0.0029844	93.9
0.01	1	0.2	NA	1.4	Ancestral structure	fhom	0.0290614	0.0028657	0.0294	0.0029846	94.1
0.01	1	0.2	NA	1.4	Ancestral structure	Simulation	0.0293807	0.0029649	0.0293645	0.0029757	NA
0.01	1	0.2	NA	1.6	Ancestral structure	D	0.0285375	0.0028015	0.0294433	0.0029811	72.7
0.01	1	0.2	NA	1.6	Ancestral structure	fd	0.0290654	0.0029179	0.0293846	0.0029808	97.3
0.01	1	0.2	NA	1.6	Ancestral structure	fG	0.0291334	0.0029367	0.0293771	0.0029794	98.5
0.01	1	0.2	NA	1.6	Ancestral structure	fhom	0.029146	0.0029427	0.0293757	0.0029789	98.7
0.01	1	0.2	NA	1.6	Ancestral structure	Simulation	0.0292462	0.0029773	0.0293645	0.0029757	NA
0.01	1	0.2	NA	1.8	Ancestral structure	D	0.0288102	0.0028642	0.0294313	0.0029871	82.2
0.01	1	0.2	NA	1.8	Ancestral structure	fd	0.0293527	0.0029878	0.0293711	0.0029801	99.3
0.01	1	0.2	NA	1.8	Ancestral structure	fG	0.02939	0.0030043	0.0293669	0.0029783	99.8
0.01	1	0.2	NA	1.8	Ancestral structure	fhom	0.02939	0.0030043	0.0293669	0.0029783	99.8
0.01	1	0.2	NA	1.8	Ancestral structure	Simulation	0.0294114	0.0030267	0.0293645	0.0029757	NA
0.01	1	0.2	NA	2	Ancestral structure	D	0.0287959	0.0027782	0.0294234	0.0029888	86.8
0.01	1	0.2	NA	2	Ancestral structure	fd	0.0293138	0.0029591	0.0293659	0.0029761	99.8
0.01	1	0.2	NA	2	Ancestral structure	fG	0.0293182	0.0029594	0.0293654	0.002976	99.9
0.01	1	0.2	NA	2	Ancestral structure	fhom	0.0293182	0.0029594	0.0293654	0.002976	99.9
0.01	1	0.2	NA	2	Ancestral structure	Simulation	0.0293259	0.0029624	0.0293645	0.0029757	NA
0.01	1	0.2	NA	NA	Null model	D	0.0287014	0.0029088	0.0294402	0.0029696	NA
0.01	1	0.2	NA	NA	Null model	fd	0.0286583	0.0028633	0.029445	0.0029733	NA
0.01	1	0.2	NA	NA	Null model	fG	0.028582	0.0028312	0.0294534	0.0029743	NA
0.01	1	0.2	NA	NA	Null model	fhom	0.0285987	0.002838	0.0294516	0.0029741	NA
0.01	1	0.2	NA	NA	Null model	Simulation	NA	NA	NA	NA	NA
0.01	1	0.4	0.2	NA	gene flow P2-P3	D	0.0234696	0.0079738	0.0282471	0.0049496	31.8
0.01	1	0.4	0.2	NA	gene flow P2-P3	fd	0.014863	0.0046121	0.0292034	0.0033031	90.7
0.01	1	0.4	0.2	NA	gene flow P2-P3	fG	0.0145885	0.0041458	0.0292339	0.0032373	93
0.01	1	0.4	0.2	NA	gene flow P2-P3	fhom	0.014628	0.0041982	0.0292295	0.0032496	92.6
0.01	1	0.4	0.2	NA	gene flow P2-P3	Simulation	0.013731	0.0021291	0.0293291	0.0030005	NA
0.01	1	0.4	0.2	NA	gene flow P3-P2	D	0.0159113	0.0058903	0.0291111	0.0034582	83.7
0.01	1	0.4	0.2	NA	gene flow P3-P2	fd	0.0139486	0.0022747	0.0293291	0.0030005	100
0.01	1	0.4	0.2	NA	gene flow P3-P2	fG	0.0139486	0.0022747	0.0293291	0.0030005	100
0.01	1	0.4	0.2	NA	gene flow P3-P2	fhom	0.0139486	0.0022747	0.0293291	0.0030005	100
0.01	1	0.4	0.2	NA	gene flow P3-P2	Simulation	0.0139486	0.0022747	0.0293291	0.0030005	NA
0.01	1	0.4	NA	1.2	Ancestral structure	D	0.0283823	0.0029647	0.0294419	0.0029821	28
0.01	1	0.4	NA	1.2	Ancestral structure	fd	0.028501	0.002777	0.0294288	0.0030065	63.6
0.01	1	0.4	NA	1.2	Ancestral structure	fG	0.0285011	0.0027546	0.0294287	0.0030088	69
0.01	1	0.4	NA	1.2	Ancestral structure	fhom	0.0285293	0.0027585	0.0294256	0.0030093	69.3
0.01	1	0.4	NA	1.2	Ancestral structure	Simulation	0.0293975	0.0029673	0.0293291	0.0030005	NA
0.01	1	0.4	NA	1.4	Ancestral structure	D	0.0283769	0.0028159	0.0294407	0.0029976	55.3
0.01	1	0.4	NA	1.4	Ancestral structure	fd	0.0288816	0.0029109	0.0293846	0.0030022	87.9
0.01	1	0.4	NA	1.4	Ancestral structure	fG	0.0289816	0.0028923	0.0293735	0.0030059	91.8
0.01	1	0.4	NA	1.4	Ancestral structure	fhom	0.0289959	0.0028897	0.0293719	0.0030063	92.2
0.01	1	0.4	NA	1.4	Ancestral structure	Simulation	0.0293807	0.0029649	0.0293291	0.0030005	NA
0.01	1	0.4	NA	1.6	Ancestral structure	D	0.028491	0.0028391	0.029413	0.0030013	70.8
0.01	1	0.4	NA	1.6	Ancestral structure	fd	0.0290489	0.0028641	0.0293511	0.0030113	96.4
0.01	1	0.4	NA	1.6	Ancestral structure	fG	0.0290875	0.0028992	0.0293468	0.003008	97.4
0.01	1	0.4	NA	1.6	Ancestral structure	fhom	0.029101	0.0029119	0.0293453	0.0030068	97.6
0.01	1	0.4	NA	1.6	Ancestral structure	Simulation	0.0292462	0.0029773	0.0293291	0.0030005	NA
0.01	1	0.4	NA	1.8	Ancestral structure	D	0.0287873	0.0029029	0.0293985	0.003008	79.9
0.01	1	0.4	NA	1.8	Ancestral structure	fd	0.0293215	0.0029599	0.0293391	0.003008	98.7
0.01	1	0.4	NA	1.8	Ancestral structure	fG	0.0293738	0.0030016	0.0293333	0.0030034	99.5
0.01	1	0.4	NA	1.8	Ancestral structure	fhom	0.0293794	0.0029964	0.0293327	0.003004	99.5
0.01	1	0.4	NA	1.8	Ancestral structure	Simulation	0.0294114	0.0030267	0.0293291	0.0030005	NA
0.01	1	0.4	NA	2	Ancestral structure	D	0.0288115	0.0028048	0.0293863	0.0030118	85.7
0.01	1	0.4	NA	2	Ancestral structure	fd	0.0293158	0.0029578	0.0293303	0.003001	99.6
0.01	1	0.4	NA	2	Ancestral structure	fG	0.0293157	0.0029587	0.0293303	0.0030009	99.7
0.01	1	0.4	NA	2	Ancestral structure	fhom	0.0293224	0.0029586	0.0293295	0.0030009	99.9
0.01	1	0.4	NA	2	Ancestral structure	Simulation	0.0293259	0.0029624	0.0293291	0.0030005	NA
0.01	1	0.4	NA	NA	Null model	D	0.0286634	0.0029821	0.0293959	0.0029862	NA
0.01	1	0.4	NA	NA	Null model	fd	0.0285671	0.0028562	0.0294066	0.0029971	NA
0.01	1	0.4	NA	NA	Null model	fG	0.0285256	0.0028581	0.0294112	0.0029956	NA
0.01	1	0.4	NA	NA	Null model	fhom	0.0285513	0.0028533	0.0294083	0.0029969	NA
0.01	1	0.4	NA	NA	Null model	Simulation	NA	NA	NA	NA	NA
0.01	1	0.6	0.2	NA	gene flow P2-P3	D	0.0189466	0.0077076	0.0287593	0.0041988	59.9
0.01	1	0.6	0.2	NA	gene flow P2-P3	fd	0.0138752	0.0025574	0.0293228	0.0030436	98.7
0.01	1	0.6	0.2	NA	gene flow P2-P3	fG	0.0138412	0.0024365	0.0293265	0.0030354	99
0.01	1	0.6	0.2	NA	gene flow P2-P3	fhom	0.0138412	0.0024365	0.0293265	0.0030354	99
0.01	1	0.6	0.2	NA	gene flow P2-P3	Simulation	0.01377	0.002192	0.0293345	0.0030155	NA
0.01	1	0.6	0.4	NA	gene flow P2-P3	D	0.0245328	0.0060873	0.0285842	0.004169	31
0.01	1	0.6	0.4	NA	gene flow P2-P3	fd	0.0195564	0.0048343	0.0291372	0.0033706	77.2
0.01	1	0.6	0.4	NA	gene flow P2-P3	fG	0.0192787	0.0045901	0.029168	0.003319	80.3
0.01	1	0.6	0.4	NA	gene flow P2-P3	fhom	0.0193588	0.0046762	0.0291591	0.003332	79.2
0.01	1	0.6	0.4	NA	gene flow P2-P3	Simulation	0.0177807	0.0024959	0.0293345	0.0030155	NA
0.01	1	0.6	0.2	NA	gene flow P3-P2	D	0.0154159	0.0051946	0.0291714	0.0033799	87
0.01	1	0.6	0.2	NA	gene flow P3-P2	fd	0.0139495	0.0022785	0.0293344	0.0030157	99.9
0.01	1	0.6	0.2	NA	gene flow P3-P2	fG	0.0139495	0.0022785	0.0293344	0.0030157	99.9
0.01	1	0.6	0.2	NA	gene flow P3-P2	fhom	0.0139495	0.0022785	0.0293344	0.0030157	99.9
0.01	1	0.6	0.2	NA	gene flow P3-P2	Simulation	0.0139486	0.0022747	0.0293345	0.0030155	NA
0.01	1	0.6	0.4	NA	gene flow P3-P2	D	0.0195484	0.005055	0.0291259	0.0033788	76.6
0.01	1	0.6	0.4	NA	gene flow P3-P2	fd	0.0176851	0.0025758	0.0293329	0.0030202	98.9
0.01	1	0.6	0.4	NA	gene flow P3-P2	fG	0.0176819	0.0025639	0.0293333	0.0030199	99.1
0.01	1	0.6	0.4	NA	gene flow P3-P2	fhom	0.0176815	0.0025627	0.0293333	0.0030198	99.1
0.01	1	0.6	0.4	NA	gene flow P3-P2	Simulation	0.0176712	0.0025617	0.0293345	0.0030155	NA
0.01	1	0.6	NA	1.2	Ancestral structure	D	0.0281208	0.0028632	0.0294763	0.0029962	28.8
0.01	1	0.6	NA	1.2	Ancestral structure	fd	0.028217	0.0027506	0.0294656	0.0030125	55.8
0.01	1	0.6	NA	1.2	Ancestral structure	fG	0.0281728	0.0027401	0.0294705	0.0030115	59.7
0.01	1	0.6	NA	1.2	Ancestral structure	fhom	0.028204	0.0027428	0.0294671	0.0030127	60
0.01	1	0.6	NA	1.2	Ancestral structure	Simulation	0.0293975	0.0029673	0.0293345	0.0030155	NA
0.01	1	0.6	NA	1.4	Ancestral structure	D	0.0281814	0.0027435	0.0294677	0.0030114	57.3
0.01	1	0.6	NA	1.4	Ancestral structure	fd	0.0285997	0.0028148	0.0294212	0.0030203	82.1
0.01	1	0.6	NA	1.4	Ancestral structure	fG	0.0287352	0.0028953	0.0294062	0.0030156	85.8
0.01	1	0.6	NA	1.4	Ancestral structure	fhom	0.0287693	0.0028862	0.0294024	0.0030174	86.4
0.01	1	0.6	NA	1.4	Ancestral structure	Simulation	0.0293807	0.0029649	0.0293345	0.0030155	NA
0.01	1	0.6	NA	1.6	Ancestral structure	D	0.0283518	0.0027894	0.0294338	0.0030162	73.2
0.01	1	0.6	NA	1.6	Ancestral structure	fd	0.0289038	0.0028463	0.0293725	0.003026	94.5
0.01	1	0.6	NA	1.6	Ancestral structure	fG	0.0289441	0.002861	0.029368	0.0030252	95.5
0.01	1	0.6	NA	1.6	Ancestral structure	fhom	0.0289639	0.002867	0.0293658	0.0030248	95.8
0.01	1	0.6	NA	1.6	Ancestral structure	Simulation	0.0292462	0.0029773	0.0293345	0.0030155	NA
0.01	1	0.6	NA	1.8	Ancestral structure	D	0.0287463	0.0028973	0.0294084	0.0030224	82.9
0.01	1	0.6	NA	1.8	Ancestral structure	fd	0.0292343	0.0029605	0.0293541	0.0030227	97.9
0.01	1	0.6	NA	1.8	Ancestral structure	fG	0.0292578	0.0029758	0.0293515	0.0030211	98.4
0.01	1	0.6	NA	1.8	Ancestral structure	fhom	0.0292729	0.0029761	0.0293498	0.0030211	98.5
0.01	1	0.6	NA	1.8	Ancestral structure	Simulation	0.0294114	0.0030267	0.0293345	0.0030155	NA
0.01	1	0.6	NA	2	Ancestral structure	D	0.0288208	0.0028075	0.0293906	0.0030266	88.6
0.01	1	0.6	NA	2	Ancestral structure	fd	0.0292494	0.0029454	0.029343	0.0030172	99.2
0.01	1	0.6	NA	2	Ancestral structure	fG	0.0292555	0.002951	0.0293423	0.0030166	99.2
0.01	1	0.6	NA	2	Ancestral structure	fhom	0.0292686	0.0029573	0.0293408	0.003016	99.3
0.01	1	0.6	NA	2	Ancestral structure	Simulation	0.0293259	0.0029624	0.0293345	0.0030155	NA
0.01	1	0.6	NA	NA	Null model	D	0.0283305	0.0028813	0.0294531	0.0030031	NA
0.01	1	0.6	NA	NA	Null model	fd	0.0281841	0.0027966	0.0294694	0.0030055	NA
0.01	1	0.6	NA	NA	Null model	fG	0.0280587	0.0027682	0.0294833	0.0030021	NA
0.01	1	0.6	NA	NA	Null model	fhom	0.0280773	0.0027675	0.0294812	0.0030032	NA
0.01	1	0.6	NA	NA	Null model	Simulation	NA	NA	NA	NA	NA
0.01	1	0.8	0.2	NA	gene flow P2-P3	D	0.015879	0.0058689	0.0291067	0.0035023	82.8
0.01	1	0.8	0.2	NA	gene flow P2-P3	fd	0.0138183	0.0022603	0.0293357	0.00299	99.7
0.01	1	0.8	0.2	NA	gene flow P2-P3	fG	0.0138206	0.0022579	0.0293355	0.0029916	99.7
0.01	1	0.8	0.2	NA	gene flow P2-P3	fhom	0.0138206	0.0022579	0.0293355	0.0029916	99.7
0.01	1	0.8	0.2	NA	gene flow P2-P3	Simulation	0.0138017	0.0022016	0.0293376	0.0029853	NA
0.01	1	0.8	0.4	NA	gene flow P2-P3	D	0.0205141	0.005629	0.0290316	0.0034964	67
0.01	1	0.8	0.4	NA	gene flow P2-P3	fd	0.0181984	0.0033242	0.0292889	0.0030774	92.6
0.01	1	0.8	0.4	NA	gene flow P2-P3	fG	0.018149	0.0032447	0.0292944	0.0030669	93.3
0.01	1	0.8	0.4	NA	gene flow P2-P3	fhom	0.0181876	0.0032977	0.0292901	0.0030762	92.9
0.01	1	0.8	0.4	NA	gene flow P2-P3	Simulation	0.0177608	0.0024794	0.0293376	0.0029853	NA
0.01	1	0.8	0.6	NA	gene flow P2-P3	D	0.0250129	0.0045687	0.0289402	0.0034764	36.4
0.01	1	0.8	0.6	NA	gene flow P2-P3	fd	0.0228326	0.0039148	0.0291824	0.0031955	67.7
0.01	1	0.8	0.6	NA	gene flow P2-P3	fG	0.0227142	0.0038462	0.0291956	0.0031783	69.8
0.01	1	0.8	0.6	NA	gene flow P2-P3	fhom	0.0227752	0.0038868	0.0291888	0.0031866	69.4
0.01	1	0.8	0.6	NA	gene flow P2-P3	Simulation	0.0214363	0.0026669	0.0293376	0.0029853	NA
0.01	1	0.8	0.2	NA	gene flow P3-P2	D	0.0150337	0.0046947	0.029217	0.0032566	90.5
0.01	1	0.8	0.2	NA	gene flow P3-P2	fd	0.0139487	0.0022751	0.0293375	0.0029853	99.9
0.01	1	0.8	0.2	NA	gene flow P3-P2	fG	0.0139487	0.0022751	0.0293375	0.0029853	99.9
0.01	1	0.8	0.2	NA	gene flow P3-P2	fhom	0.0139487	0.0022751	0.0293375	0.0029853	99.9
0.01	1	0.8	0.2	NA	gene flow P3-P2	Simulation	0.0139486	0.0022747	0.0293376	0.0029853	NA
0.01	1	0.8	0.4	NA	gene flow P3-P2	D	0.0191036	0.0047293	0.0291784	0.0032586	81.9
0.01	1	0.8	0.4	NA	gene flow P3-P2	fd	0.0177145	0.0026751	0.0293327	0.002993	98.5
0.01	1	0.8	0.4	NA	gene flow P3-P2	fG	0.0176949	0.0026074	0.0293349	0.0029912	98.6
0.01	1	0.8	0.4	NA	gene flow P3-P2	fhom	0.0177028	0.0026282	0.029334	0.0029926	98.5
0.01	1	0.8	0.4	NA	gene flow P3-P2	Simulation	0.0176712	0.0025617	0.0293376	0.0029853	NA
0.01	1	0.8	0.6	NA	gene flow P3-P2	D	0.0232659	0.0041604	0.0291571	0.0032006	64.9
0.01	1	0.8	0.6	NA	gene flow P3-P2	fd	0.0219362	0.0030475	0.0293049	0.003029	88.5
0.01	1	0.8	0.6	NA	gene flow P3-P2	fG	0.021905	0.0030082	0.0293083	0.0030249	88.9
0.01	1	0.8	0.6	NA	gene flow P3-P2	fhom	0.0218987	0.0029993	0.029309	0.0030242	88.9
0.01	1	0.8	0.6	NA	gene flow P3-P2	Simulation	0.0216419	0.0026865	0.0293376	0.0029853	NA
0.01	1	0.8	NA	1.2	Ancestral structure	D	0.0278376	0.0028099	0.0295109	0.0029552	32.7
0.01	1	0.8	NA	1.2	Ancestral structure	fd	0.0279372	0.0027275	0.0294998	0.0029698	49.9
0.01	1	0.8	NA	1.2	Ancestral structure	fG	0.0280071	0.0026809	0.029492	0.0029785	51.9
0.01	1	0.8	NA	1.2	Ancestral structure	fhom	0.0279989	0.0026824	0.029493	0.0029779	52.6
0.01	1	0.8	NA	1.2	Ancestral structure	Simulation	0.0293975	0.0029673	0.0293376	0.0029853	NA
0.01	1	0.8	NA	1.4	Ancestral structure	D	0.0281433	0.0028306	0.029475	0.0029701	61.8
0.01	1	0.8	NA	1.4	Ancestral structure	fd	0.0284841	0.0028305	0.0294372	0.0029846	78.1
0.01	1	0.8	NA	1.4	Ancestral structure	fG	0.0284433	0.0028067	0.0294417	0.0029856	79
0.01	1	0.8	NA	1.4	Ancestral structure	fhom	0.0284903	0.0028504	0.0294365	0.0029827	79.7
0.01	1	0.8	NA	1.4	Ancestral structure	Simulation	0.0293807	0.0029649	0.0293376	0.0029853	NA
0.01	1	0.8	NA	1.6	Ancestral structure	D	0.0285017	0.0028552	0.0294203	0.0029846	78.5
0.01	1	0.8	NA	1.6	Ancestral structure	fd	0.0287663	0.0029007	0.0293909	0.0029873	92.1
0.01	1	0.8	NA	1.6	Ancestral structure	fG	0.0287573	0.0028802	0.0293919	0.0029893	91.6
0.01	1	0.8	NA	1.6	Ancestral structure	fhom	0.0287682	0.0028862	0.0293907	0.0029889	92
0.01	1	0.8	NA	1.6	Ancestral structure	Simulation	0.0292462	0.0029773	0.0293376	0.0029853	NA
0.01	1	0.8	NA	1.8	Ancestral structure	D	0.0289248	0.0029534	0.0293916	0.0029899	87.6
0.01	1	0.8	NA	1.8	Ancestral structure	fd	0.0291653	0.0029377	0.0293649	0.0029946	96.6
0.01	1	0.8	NA	1.8	Ancestral structure	fG	0.0291456	0.0029625	0.0293671	0.0029917	96.6
0.01	1	0.8	NA	1.8	Ancestral structure	fhom	0.0291514	0.0029635	0.0293664	0.0029917	96.7
0.01	1	0.8	NA	1.8	Ancestral structure	Simulation	0.0294114	0.0030267	0.0293376	0.0029853	NA
0.01	1	0.8	NA	2	Ancestral structure	D	0.0289099	0.0028629	0.0293838	0.0029923	91.4
0.01	1	0.8	NA	2	Ancestral structure	fd	0.0292146	0.0029052	0.0293499	0.0029912	98.6
0.01	1	0.8	NA	2	Ancestral structure	fG	0.0291924	0.0029239	0.0293524	0.0029891	98.5
0.01	1	0.8	NA	2	Ancestral structure	fhom	0.0292077	0.0029314	0.0293507	0.0029884	98.7
0.01	1	0.8	NA	2	Ancestral structure	Simulation	0.0293259	0.0029624	0.0293376	0.0029853	NA
0.01	1	0.8	NA	NA	Null model	D	0.027828	0.0028485	0.0295017	0.0029482	NA
0.01	1	0.8	NA	NA	Null model	fd	0.0279214	0.0027755	0.0294913	0.0029616	NA
0.01	1	0.8	NA	NA	Null model	fG	0.0277804	0.0026731	0.029507	0.0029633	NA
0.01	1	0.8	NA	NA	Null model	fhom	0.0278386	0.0026964	0.0295005	0.0029647	NA
0.01	1	0.8	NA	NA	Null model	Simulation	NA	NA	NA	NA	NA
0.01	1.2	0.2	NA	1.4	Ancestral structure	D	0.0324009	0.0031243	0.0332257	0.0031221	26.3
0.01	1.2	0.2	NA	1.4	Ancestral structure	fd	0.0323508	0.0029537	0.0332313	0.0031389	71.9
0.01	1.2	0.2	NA	1.4	Ancestral structure	fG	0.0323462	0.0029208	0.0332318	0.0031422	77.8
0.01	1.2	0.2	NA	1.4	Ancestral structure	fhom	0.032355	0.0029167	0.0332308	0.0031429	78
0.01	1.2	0.2	NA	1.4	Ancestral structure	Simulation	0.0329502	0.0031464	0.0331647	0.0031297	NA
0.01	1.2	0.2	NA	1.6	Ancestral structure	D	0.0323461	0.0030628	0.0332319	0.0031092	47
0.01	1.2	0.2	NA	1.6	Ancestral structure	fd	0.0326613	0.0028925	0.0331968	0.0031352	92.4
0.01	1.2	0.2	NA	1.6	Ancestral structure	fG	0.0327455	0.0029223	0.0331875	0.0031336	95.3
0.01	1.2	0.2	NA	1.6	Ancestral structure	fhom	0.0327477	0.0029222	0.0331872	0.0031336	95.3
0.01	1.2	0.2	NA	1.6	Ancestral structure	Simulation	0.0329508	0.002982	0.0331647	0.0031297	NA
0.01	1.2	0.2	NA	1.8	Ancestral structure	D	0.0325084	0.0029035	0.0332548	0.0031338	61.6
0.01	1.2	0.2	NA	1.8	Ancestral structure	fd	0.0332039	0.002954	0.0331775	0.0031375	98
0.01	1.2	0.2	NA	1.8	Ancestral structure	fG	0.0332503	0.0029959	0.0331724	0.003133	98.9
0.01	1.2	0.2	NA	1.8	Ancestral structure	fhom	0.0332579	0.0029911	0.0331716	0.0031335	99
0.01	1.2	0.2	NA	1.8	Ancestral structure	Simulation	0.0333199	0.0030236	0.0331647	0.0031297	NA
0.01	1.2	0.2	NA	2	Ancestral structure	D	0.0325492	0.002948	0.0332371	0.0031442	72.9
0.01	1.2	0.2	NA	2	Ancestral structure	fd	0.0331535	0.0031057	0.03317	0.0031349	99.4
0.01	1.2	0.2	NA	2	Ancestral structure	fG	0.0331731	0.0031172	0.0331678	0.0031336	99.7
0.01	1.2	0.2	NA	2	Ancestral structure	fhom	0.0331846	0.0031428	0.0331665	0.0031308	99.8
0.01	1.2	0.2	NA	2	Ancestral structure	Simulation	0.0332015	0.0031519	0.0331647	0.0031297	NA
0.01	1.2	0.2	NA	NA	Null model	D	0.0328182	0.0031456	0.0331913	0.003126	NA
0.01	1.2	0.2	NA	NA	Null model	fd	0.0325446	0.0030054	0.0332217	0.0031362	NA
0.01	1.2	0.2	NA	NA	Null model	fG	0.0325426	0.0030132	0.0332219	0.0031353	NA
0.01	1.2	0.2	NA	NA	Null model	fhom	0.0325452	0.0029931	0.0332216	0.0031375	NA
0.01	1.2	0.2	NA	NA	Null model	Simulation	NA	NA	NA	NA	NA
0.01	1.2	0.4	0.2	NA	gene flow P2-P3	D	0.0276554	0.0093747	0.0316635	0.0060638	25.1
0.01	1.2	0.4	0.2	NA	gene flow P2-P3	fd	0.014837	0.005044	0.0330878	0.0034634	93.3
0.01	1.2	0.4	0.2	NA	gene flow P2-P3	fG	0.0145664	0.0045021	0.0331179	0.0033857	94.8
0.01	1.2	0.4	0.2	NA	gene flow P2-P3	fhom	0.0146649	0.0047311	0.0331069	0.0034107	94.3
0.01	1.2	0.4	0.2	NA	gene flow P2-P3	Simulation	0.013731	0.0021291	0.0332107	0.0031111	NA
0.01	1.2	0.4	0.2	NA	gene flow P3-P2	D	0.0164471	0.0072342	0.0329202	0.0038518	84
0.01	1.2	0.4	0.2	NA	gene flow P3-P2	fd	0.0138322	0.0022248	0.0332107	0.0031111	100
0.01	1.2	0.4	0.2	NA	gene flow P3-P2	fG	0.0138322	0.0022248	0.0332107	0.0031111	100
0.01	1.2	0.4	0.2	NA	gene flow P3-P2	fhom	0.0138322	0.0022248	0.0332107	0.0031111	100
0.01	1.2	0.4	0.2	NA	gene flow P3-P2	Simulation	0.0138322	0.0022248	0.0332107	0.0031111	NA
0.01	1.2	0.4	NA	1.4	Ancestral structure	D	0.0323687	0.0030936	0.0332753	0.0031049	26.4
0.01	1.2	0.4	NA	1.4	Ancestral structure	fd	0.032227	0.002955	0.0332911	0.0031148	66.5
0.01	1.2	0.4	NA	1.4	Ancestral structure	fG	0.0322898	0.0029724	0.0332841	0.0031153	73.1
0.01	1.2	0.4	NA	1.4	Ancestral structure	fhom	0.0322852	0.0029623	0.0332846	0.0031162	72.9
0.01	1.2	0.4	NA	1.4	Ancestral structure	Simulation	0.0329502	0.0031464	0.0332107	0.0031111	NA
0.01	1.2	0.4	NA	1.6	Ancestral structure	D	0.0322627	0.0029613	0.0332872	0.0030975	48.1
0.01	1.2	0.4	NA	1.6	Ancestral structure	fd	0.0326293	0.0029831	0.0332464	0.003106	90.5
0.01	1.2	0.4	NA	1.6	Ancestral structure	fG	0.0326423	0.0029547	0.033245	0.0031092	93
